ID,CHURNRISK,GENDER,STATUS,CHILDREN,ESTINCOME,HOMEOWNER,AGE,TOTALDOLLARVALUETRADED,TOTALUNITSTRADED,LARGESTSINGLETRANSACTION,SMALLESTSINGLETRANSACTION,PERCENTCHANGECALCULATION,DAYSSINCELASTLOGIN,DAYSSINCELASTTRADE,NETREALIZEDGAINS_YTD
1719,Medium,M,M,2,30665.2,Y,23,5830.58,63,1457.645,145.7645,9.45,1,15,0.0
1720,Medium,F,M,1,78000.0,Y,56,6080.61,30,1520.1525,152.01525,4.5,3,12,0.0
1721,Low,F,M,1,98680.4,Y,59,17581.76,8,8790.88,879.088,2.0,1,7,879.088
1722,Medium,F,M,2,65619.7,Y,46,13561.36,144,6780.68,678.068,36.0,4,10,0.0
1723,Low,M,M,1,95620.3,Y,49,10911.09,93,5455.545,545.5545,23.25,5,8,545.5545
1724,High,F,S,0,85275.0,N,47,22482.25,151,11241.125,1124.1125,37.75,3,10,0.0
1725,Low,F,M,1,66921.4,Y,43,15701.57,8,7850.785,785.0785,2.0,4,7,785.0785
1726,Low,F,M,1,98453.6,Y,46,13721.37,11,6860.685,686.0685,2.75,3,8,686.0685
1727,High,F,S,2,57420.0,Y,48,25182.52,252,12591.26,1259.126,63.0,4,7,0.0
1728,High,M,M,0,68000.0,N,67,3930.39,26,982.5975,98.25975,3.9,3,18,0.0
1729,Low,F,M,2,47639.1,N,48,17481.75,39,8740.875,874.0875,9.75,1,5,874.0875
1730,Medium,M,M,0,3911.9,N,38,5720.57,25,1430.1425,143.01425,3.75,3,13,0.0
1731,Low,F,S,0,39461.0,N,22,22872.29,103,11436.145,1143.6145,25.75,1,6,1143.6145
1732,High,M,M,1,47371.0,Y,55,4980.5,258,1245.125,124.5125,38.7,2,18,0.0
1733,High,M,S,1,16432.1,Y,21,20412.04,80,10206.02,1020.602,20.0,4,9,0.0
1734,Low,F,S,1,540.4,Y,39,12341.23,7,6170.615,617.0615,1.75,3,8,617.0615
1735,Medium,F,M,2,80087.7,N,42,8740.87,22,2185.2175,218.52175,3.3,4,14,0.0
1736,Low,F,M,2,59691.3,N,38,21942.19,256,10971.095,1097.1095,64.0,3,6,1097.1095
1737,Low,F,S,2,11251.1,Y,52,28422.84,113,14211.42,1421.142,28.25,3,5,1421.142
1738,Medium,F,S,2,93559.1,N,58,1520.15,29,380.0375,38.00375,4.35,1,14,0.0
1739,Low,F,S,2,3416.62,Y,23,18971.9,104,9485.95,948.595,26.0,1,5,948.595
1740,High,F,S,0,93454.3,Y,49,18941.89,25,9470.945,947.0945,6.25,1,6,0.0
1741,Low,M,M,0,5745.0,Y,15,26402.64,17,13201.32,1320.132,4.25,5,5,1320.132
1742,Medium,F,M,2,11234.7,Y,49,690.07,112,172.5175,17.25175,16.8,3,10,0.0
1743,Low,F,M,1,82931.3,N,65,19241.92,118,9620.96,962.096,29.5,3,5,962.096
1744,High,F,M,2,57483.9,N,44,17011.7,27,8505.85,850.585,6.75,4,5,0.0
1928,High,F,S,2,28787.4,N,42,27972.8,58,13986.4,1398.64,14.5,3,5,0.0
1929,High,M,M,1,13091.6,N,59,22792.28,20,11396.14,1139.614,5.0,1,10,0.0
1930,Low,F,M,2,62061.8,Y,46,29862.99,52,14931.495,1493.1495,13.0,2,7,1493.1495
1931,Low,F,M,1,20550.9,Y,22,27722.77,57,13861.385,1386.1385,14.25,3,9,1386.1385
1932,High,M,M,2,1765.41,N,19,3040.3,44,760.075,76.0075,6.6,1,18,0.0
1933,Low,F,S,2,19131.1,N,56,22152.22,34,11076.11,1107.611,8.5,5,6,1107.611
1934,High,F,S,2,6440.46,Y,41,22662.27,27,11331.135,1133.1135,6.75,1,9,0.0
1935,Medium,M,S,0,28766.9,N,47,6110.61,58,1527.6525,152.76525,8.7,5,13,0.0
1936,High,M,M,2,91272.2,Y,25,26992.7,13,13496.35,1349.635,3.25,5,6,0.0
1937,Medium,F,S,0,73228.3,N,43,22472.25,28,11236.125,1123.6125,7.0,3,9,0.0
1938,Medium,M,M,1,64792.3,N,52,13051.31,36,6525.655,652.5655,9.0,1,6,652.5655
1939,High,F,S,0,93322.1,Y,40,29922.99,8,14961.495,1496.1495,2.0,3,9,0.0
1940,Low,M,M,2,49910.7,Y,52,27422.74,23,13711.37,1371.137,5.75,2,5,1371.137
1941,High,M,M,1,76161.4,Y,45,11961.2,25,5980.6,598.06,6.25,1,7,0.0
1942,Low,F,M,2,55860.0,Y,15,16011.6,10,8005.8,800.58,2.5,1,6,800.58
1943,Low,M,M,2,57360.8,Y,53,10361.04,57,5180.52,518.052,14.25,2,9,518.052
1944,High,M,M,0,92414.7,Y,46,29432.94,10,14716.47,1471.647,2.5,2,5,0.0
1945,High,F,S,2,14578.8,Y,61,11911.19,95,5955.595,595.5595,23.75,4,9,0.0
1946,High,F,M,2,87578.2,Y,53,290.03,22,72.5075,7.25075,3.3,1,15,0.0
1947,High,F,M,2,86695.4,N,14,25942.59,32,12971.295,1297.1295,8.0,5,5,0.0
1948,High,F,M,0,77000.0,N,47,29642.96,90,14821.48,1482.148,22.5,1,8,0.0
1949,Low,M,M,1,2067.82,N,48,15251.53,70,7625.765,762.5765,17.5,4,9,762.5765
1950,High,F,M,2,30665.2,Y,23,5830.58,63,1457.645,145.7645,9.45,2,16,0.0
1951,High,F,M,1,83287.0,Y,46,6080.61,30,1520.1525,152.01525,4.5,1,15,0.0
1952,Low,M,M,1,98680.4,Y,59,17581.76,8,8790.88,879.088,2.0,2,5,879.088
1953,Low,F,M,2,65619.7,Y,46,13561.36,144,6780.68,678.068,36.0,3,7,678.068
1954,Low,M,M,1,95620.3,Y,49,10911.09,93,5455.545,545.5545,23.25,2,10,545.5545
1955,High,F,S,0,85275.0,N,70,22482.25,151,11241.125,1124.1125,37.75,2,8,0.0
1956,Low,F,M,1,66921.4,Y,70,15701.57,8,7850.785,785.0785,2.0,3,7,785.0785
1957,High,F,M,1,98453.6,Y,61,13721.37,11,6860.685,686.0685,2.75,5,8,0.0
1958,High,F,S,2,57420.0,Y,52,25182.52,252,12591.26,1259.126,63.0,5,9,0.0
1959,High,M,M,0,70000.0,N,42,3930.39,26,982.5975,98.25975,3.9,1,16,0.0
1960,Medium,F,M,2,47639.1,N,61,17481.75,39,8740.875,874.0875,9.75,2,10,0.0
1961,Low,F,S,0,39461.0,N,22,22872.29,103,11436.145,1143.6145,25.75,4,5,1143.6145
1962,High,M,M,1,47371.0,Y,55,4980.5,258,1245.125,124.5125,38.7,1,20,0.0
1963,High,M,S,1,16432.1,Y,21,20412.04,80,10206.02,1020.602,20.0,1,10,0.0
1964,Medium,F,M,2,67388.0,N,53,4790.48,91,1197.62,119.762,13.65,4,13,0.0
1965,High,F,M,2,84166.1,N,54,3280.33,11,820.0825,82.00825,1.65,4,19,0.0
1966,Low,F,S,1,540.4,Y,39,12341.23,7,6170.615,617.0615,1.75,2,5,617.0615
1967,Low,M,M,2,59613.1,N,34,12371.24,163,6185.62,618.562,40.75,2,10,618.562
1968,High,F,M,2,80087.7,N,42,8740.87,22,2185.2175,218.52175,3.3,3,19,0.0
1969,Low,F,M,2,59691.3,N,38,21942.19,256,10971.095,1097.1095,64.0,1,9,1097.1095
1970,High,F,S,2,11251.1,Y,43,28422.84,113,14211.42,1421.142,28.25,4,8,0.0
1971,High,M,M,2,45429.7,Y,62,24702.47,73,12351.235,1235.1235,18.25,5,8,0.0
1972,High,M,M,1,67388.0,N,53,4790.48,91,1197.62,119.762,13.65,1,17,0.0
1973,Medium,M,M,1,84166.1,N,54,3280.33,11,820.0825,82.00825,1.65,5,14,0.0
1974,High,F,S,2,93559.1,N,58,1520.15,29,380.0375,38.00375,4.35,1,20,0.0
1975,Low,F,S,2,3416.62,Y,23,18971.9,104,9485.95,948.595,26.0,4,9,948.595
1976,Low,F,D,1,93454.3,Y,49,18941.89,25,9470.945,947.0945,6.25,5,8,947.0945
1977,Low,M,M,0,5745.0,Y,15,26402.64,17,13201.32,1320.132,4.25,4,7,1320.132
1978,Low,M,M,2,59613.1,N,34,12371.24,163,6185.62,618.562,40.75,1,8,618.562
1979,Low,M,M,2,45429.7,Y,62,24702.47,73,12351.235,1235.1235,18.25,2,10,1235.1235
1980,High,M,M,1,67388.0,N,53,4790.48,91,1197.62,119.762,13.65,4,19,0.0
1981,Medium,M,M,0,84166.1,N,54,3280.33,11,820.0825,82.00825,1.65,4,11,0.0
1982,High,M,S,2,60095.2,Y,23,1710.17,116,427.5425,42.75425,17.4,4,16,0.0
1983,Medium,F,M,2,11234.7,Y,49,690.07,112,172.5175,17.25175,16.8,1,16,0.0
1984,High,F,M,1,82931.3,N,65,19241.92,118,9620.96,962.096,29.5,3,6,0.0
1985,Low,F,M,2,57483.9,N,44,17011.7,27,8505.85,850.585,6.75,4,9,850.585
1986,Low,M,M,2,59613.1,N,34,12371.24,163,6185.62,618.562,40.75,3,7,618.562
1987,Low,F,S,2,21274.0,N,46,10871.09,32,5435.545,543.5545,8.0,2,6,543.5545
1988,High,F,M,2,28267.0,N,30,21872.19,192,10936.095,1093.6095,48.0,3,8,0.0
1989,Low,M,M,2,45429.7,Y,62,24702.47,73,12351.235,1235.1235,18.25,3,5,1235.1235
1990,High,F,M,2,36725.1,N,56,8650.87,77,2162.7175,216.27175,11.55,4,19,0.0
1991,High,M,M,0,67388.0,N,53,4790.48,91,1197.62,119.762,13.65,2,20,0.0
1992,Medium,M,M,0,84166.1,N,54,3280.33,11,820.0825,82.00825,1.65,5,14,0.0
1993,Medium,M,M,0,67388.0,N,53,4790.48,91,1197.62,119.762,13.65,4,11,0.0
1994,High,M,S,1,94188.3,N,58,20862.09,19,10431.045,1043.1045,4.75,4,10,0.0
1995,High,M,D,1,84166.1,N,33,3280.33,11,820.0825,82.00825,1.65,5,17,0.0
1996,Low,M,M,2,59613.1,N,34,12371.24,163,6185.62,618.562,40.75,2,6,618.562
1997,Low,F,M,2,91861.0,Y,42,15321.53,6,7660.765,766.0765,1.5,3,10,766.0765
1998,High,M,M,2,45429.7,Y,62,24702.47,73,12351.235,1235.1235,18.25,3,10,0.0
1999,High,M,M,1,67388.0,N,53,4790.48,91,1197.62,119.762,13.65,2,17,0.0
2000,High,F,S,1,12374.9,Y,33,17491.75,106,8745.875,874.5875,26.5,2,10,0.0
2001,Medium,F,M,2,69133.9,Y,27,8580.86,37,2145.215,214.5215,5.55,3,10,0.0
2002,High,M,M,0,84166.1,N,54,3280.33,11,820.0825,82.00825,1.65,1,18,0.0
2003,High,F,M,2,84948.0,Y,29,11141.11,12,5570.555,557.0555,3.0,4,10,0.0
2004,High,F,M,2,30998.8,N,41,2400.24,50,600.06,60.006,7.5,4,16,0.0
2005,Low,M,M,2,59613.1,N,34,12371.24,163,6185.62,618.562,40.75,2,5,618.562
2006,Low,M,M,2,45429.7,Y,62,24702.47,73,12351.235,1235.1235,18.25,3,5,1235.1235
2007,High,M,M,0,67388.0,N,53,4790.48,91,1197.62,119.762,13.65,5,20,0.0
2008,Medium,M,M,0,84166.1,N,54,3280.33,11,820.0825,82.00825,1.65,5,12,0.0
2009,Low,M,M,2,59613.1,N,34,12371.24,163,6185.62,618.562,40.75,1,10,618.562
2010,High,M,M,2,21416.5,N,36,9900.99,8,2475.2475,247.52475,1.2,2,18,0.0
2011,Low,M,M,2,45429.7,Y,62,24702.47,73,12351.235,1235.1235,18.25,4,5,1235.1235
2012,High,M,M,1,67388.0,N,53,4790.48,91,1197.62,119.762,13.65,1,16,0.0
2013,High,M,M,1,84166.1,N,54,3280.33,11,820.0825,82.00825,1.65,2,19,0.0
2014,High,M,S,1,78554.2,N,17,5590.56,23,1397.64,139.764,3.45,2,19,0.0
2015,High,F,M,2,38215.9,N,31,0.0,0,0.0,0.0,0.0,0,0,0.0
2016,Medium,F,M,2,49745.3,N,48,2840.28,24,710.07,71.007,3.6,4,11,0.0
2017,Medium,M,M,2,59613.1,N,34,12371.24,163,6185.62,618.562,40.75,2,10,0.0
2018,Low,F,M,2,88427.0,N,14,22462.25,43,11231.125,1123.1125,10.75,5,8,1123.1125
2019,Medium,F,M,2,98003.7,Y,26,1030.1,83,257.525,25.7525,12.45,4,14,0.0
2020,Medium,M,S,0,89142.7,N,54,3760.38,5,940.095,94.0095,0.75,4,14,0.0
2021,High,F,S,0,74530.8,N,63,20892.09,106,10446.045,1044.6045,26.5,5,8,0.0
2022,High,F,M,2,76289.2,N,48,22202.22,82,11101.11,1110.111,20.5,4,7,0.0
2023,High,M,M,1,66931.9,N,64,11721.17,5,5860.585,586.0585,1.25,2,9,0.0
2024,Medium,F,M,2,9309.57,Y,25,8560.86,99,2140.215,214.0215,14.85,5,15,0.0
2025,High,F,S,0,77726.4,N,57,14001.4,9,7000.7,700.07,2.25,1,5,0.0
2026,High,F,S,1,2800.68,N,46,28452.85,106,14226.425,1422.6425,26.5,2,8,0.0
2027,Low,F,M,2,90271.6,N,45,13961.4,96,6980.7,698.07,24.0,2,7,698.07
2028,Low,F,M,2,64816.6,Y,31,21002.1,6,10501.05,1050.105,1.5,5,6,1050.105
2029,High,F,M,2,98217.1,N,45,29492.95,13,14746.475,1474.6475,3.25,1,8,0.0
2030,High,F,S,0,15989.3,N,62,3670.37,25,917.5925,91.75925,3.75,2,16,0.0
